star,lat,long,order_day,checkin_day,size,orientation,bed,attribute_number,max_guest_number,have_breakfast,cancel_ticket,price
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,30,Không cửa sổ,1 Giường đôi,17,2,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,25,Không cửa sổ,1 Giường đôi,17,2,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,30,Không cửa sổ,1 Giường đôi,17,2,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,30,Không cửa sổ,1 Giường đôi,17,2,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,32,Hướng vườn,2 Giường đôi,17,4,1,1,500000
3,11.933386168599,108.45644926969999,25-11-2018,02-12-2018,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,500000
3,11.933386168599,108.45644926969999,06-01-2019,07-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,07-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,07-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,07-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,08-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,08-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,08-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,08-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,09-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,09-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,09-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,10-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,10-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,10-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,10-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,11-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,11-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,11-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,11-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,12-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,12-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,12-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,12-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,13-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,13-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,13-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,06-01-2019,13-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,08-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,08-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,08-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,08-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,09-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,09-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,09-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,10-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,10-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,10-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,10-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,11-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,11-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,11-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,11-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,12-01-2019,22,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,12-01-2019,22,Không cửa sổ,2 Giường đơn,17,2,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,12-01-2019,22,Không cửa sổ,2 Giường đôi,17,4,1,1,545000
3,11.933386168599,108.45644926969999,07-01-2019,12-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,545000
2,11.941633,108.436373,25-11-2018,26-11-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,26-11-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,26-11-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,26-11-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,26-11-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,26-11-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,27-11-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,28-11-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,29-11-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,30-11-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,01-12-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,25-11-2018,02-12-2018,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,06-01-2019,07-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,06-01-2019,08-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,06-01-2019,09-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,06-01-2019,10-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,11-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,11-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,11-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,11-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,11-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,404000
2,11.941633,108.436373,06-01-2019,11-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,404000
2,11.941633,108.436373,06-01-2019,12-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,06-01-2019,13-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,13-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,13-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,13-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,06-01-2019,13-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,06-01-2019,13-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,07-01-2019,08-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,07-01-2019,09-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,354000
2,11.941633,108.436373,07-01-2019,10-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,354000
2,11.941633,108.436373,07-01-2019,11-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,11-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,11-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,11-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,11-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,404000
2,11.941633,108.436373,07-01-2019,11-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,11,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,20,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,25,Không cửa sổ,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,30,Hướng phố,1 Giường đôi,6,2,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,30,Không cửa sổ,2 Giường đôi,6,4,0,0,404000
2,11.941633,108.436373,07-01-2019,12-01-2019,40,Hướng phố,1 Giường đôi,6,2,0,0,404000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,0,984000
4,11.894790584162,108.42905772379999,25-11-2018,26-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,1,984000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,27-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,28-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,50,Hướng vườn,2 Giường đơn,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,0,1025000
4,11.894790584162,108.42905772379999,25-11-2018,29-11-2018,350,Hướng vườn,5 Giường đôi,6,10,1,1,1025000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,0,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,35,Hướng vườn,1 Giường đôi,6,2,1,1,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,0,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,35,Hướng vườn,2 Giường đơn,6,2,1,1,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,0,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,50,Hướng vườn,1 Giường đôi,6,2,1,1,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,0,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,40,Hướng vườn,1 Giường đôi,6,2,1,1,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,0,1189000
4,11.894790584162,108.42905772379999,25-11-2018,30-11-2018,270,Hướng vườn,4 Giường đôi,6,8,1,1,1189000
